indice_tiempo,region_de_destino,categoria_del_hotel,facturacion_total_en_pesos,observaciones
2017-04-01,Córdoba,4 y 5 estrellas,38208413,""
2017-04-01,Córdoba,Para Hoteles,49946383,""
2017-04-01,Litoral,1 y 2 estrellas,18528047,""
2017-04-01,Litoral,3 estrellas/boutiques/aparts,75090894,""
2017-04-01,Litoral,4 y 5 estrellas,270585315,""
2017-04-01,Litoral,Para Hoteles,37019289,""
2017-04-01,Norte,1 y 2 estrellas,24838164,""
2017-04-01,Norte,3 estrellas/boutiques/aparts,85289566,""
2017-04-01,Norte,4 y 5 estrellas,122832558,""
2017-04-01,Norte,Para Hoteles,26473105,""
2017-04-01,Patagonia,1 y 2 estrellas,44384197,""
2017-04-01,Patagonia,3 estrellas/boutiques/aparts,137616101,""
2017-04-01,Patagonia,4 y 5 estrellas,189884502,""
2017-04-01,Patagonia,Para Hoteles,60714262,""
2017-05-01,Buenos Aires,1 y 2 estrellas,6779817,""
2017-05-01,Buenos Aires,3 estrellas/boutiques/aparts,33294991,""
2017-05-01,Buenos Aires,4 y 5 estrellas,51763069,""
2017-05-01,Buenos Aires,Para Hoteles,19633408,""
2017-05-01,CABA,1 y 2 estrellas,34044243,""
2017-05-01,CABA,3 estrellas/boutiques/aparts,171202216,""
2017-05-01,CABA,4 y 5 estrellas,631138645,""
2017-05-01,CABA,Para Hoteles,30096185,""
2017-05-01,Cuyo,1 y 2 estrellas,10904521,""
2017-05-01,Cuyo,3 estrellas/boutiques/aparts,52028652,""
2017-05-01,Cuyo,4 y 5 estrellas,159468074,""
2017-05-01,Cuyo,Para Hoteles,6101967,""
2017-05-01,Córdoba,1 y 2 estrellas,22266632,""
2017-05-01,Córdoba,3 estrellas/boutiques/aparts,27238905,""
2017-05-01,Córdoba,4 y 5 estrellas,34987775,""
2017-05-01,Córdoba,Para Hoteles,20051987,""
2017-05-01,Litoral,1 y 2 estrellas,18157594,""
2017-05-01,Litoral,3 estrellas/boutiques/aparts,69159033,""
2017-05-01,Litoral,4 y 5 estrellas,295982089,""
2017-05-01,Litoral,Para Hoteles,26293209,""
2017-05-01,Norte,1 y 2 estrellas,19798310,""
2017-05-01,Norte,3 estrellas/boutiques/aparts,72217628,""
2017-05-01,Norte,4 y 5 estrellas,107127107,""
2017-05-01,Norte,Para Hoteles,21259789,""
2017-05-01,Patagonia,1 y 2 estrellas,39754135,""
2017-05-01,Patagonia,3 estrellas/boutiques/aparts,104384675,""
2017-05-01,Patagonia,4 y 5 estrellas,129259156,""
2017-05-01,Patagonia,Para Hoteles,32050039,""
2017-06-01,Buenos Aires,1 y 2 estrellas,5830113,""
2017-06-01,Buenos Aires,3 estrellas/boutiques/aparts,33217973,""
2017-06-01,Buenos Aires,4 y 5 estrellas,50755584,""
2017-06-01,Buenos Aires,Para Hoteles,18199603,""
2017-06-01,CABA,1 y 2 estrellas,32739378,""
2017-06-01,CABA,3 estrellas/boutiques/aparts,174990554,""
2017-06-01,CABA,4 y 5 estrellas,569157400,""
2017-06-01,CABA,Para Hoteles,28498305,""
2017-06-01,Cuyo,1 y 2 estrellas,13604168,""
2017-06-01,Cuyo,3 estrellas/boutiques/aparts,46660385,""
2017-06-01,Cuyo,4 y 5 estrellas,175445684,""
2017-06-01,Cuyo,Para Hoteles,7589225,""
2017-06-01,Córdoba,1 y 2 estrellas,23019824,""
2017-06-01,Córdoba,3 estrellas/boutiques/aparts,26264583,""
2017-06-01,Córdoba,4 y 5 estrellas,35257994,""
2017-06-01,Córdoba,Para Hoteles,19611198,""
2017-06-01,Litoral,1 y 2 estrellas,17566943,""
2017-06-01,Litoral,3 estrellas/boutiques/aparts,71295755,""
2017-06-01,Litoral,4 y 5 estrellas,389447908,""
2017-06-01,Litoral,Para Hoteles,25344764,""
2017-06-01,Norte,1 y 2 estrellas,25135080,""
2017-06-01,Norte,3 estrellas/boutiques/aparts,70223416,""
2017-06-01,Norte,4 y 5 estrellas,124471241,""
2017-06-01,Norte,Para Hoteles,19872786,""
2017-06-01,Patagonia,1 y 2 estrellas,42416007,""
2017-06-01,Patagonia,3 estrellas/boutiques/aparts,116334230,""
2017-06-01,Patagonia,4 y 5 estrellas,153720246,""
2017-06-01,Patagonia,Para Hoteles,30345406,""
2017-07-01,Buenos Aires,1 y 2 estrellas,8251445,""
2017-07-01,Buenos Aires,3 estrellas/boutiques/aparts,65358008,""
2017-07-01,Buenos Aires,4 y 5 estrellas,76072375,""
2017-07-01,Buenos Aires,Para Hoteles,36535288,""
2017-07-01,CABA,1 y 2 estrellas,40238602,""
2017-07-01,CABA,3 estrellas/boutiques/aparts,220925193,""
2017-07-01,CABA,4 y 5 estrellas,610054175,""
2017-07-01,CABA,Para Hoteles,32311433,""
2017-07-01,Cuyo,1 y 2 estrellas,31244080,""
2017-07-01,Cuyo,3 estrellas/boutiques/aparts,92041375,""
2017-07-01,Cuyo,4 y 5 estrellas,302392270,""
2017-07-01,Cuyo,Para Hoteles,20659286,""
2017-07-01,Córdoba,1 y 2 estrellas,48633419,""
2017-07-01,Córdoba,3 estrellas/boutiques/aparts,60434157,""
2017-07-01,Córdoba,4 y 5 estrellas,49464972,""
2017-07-01,Córdoba,Para Hoteles,95997451,""
2017-07-01,Litoral,1 y 2 estrellas,22780508,""
2017-07-01,Litoral,3 estrellas/boutiques/aparts,95545111,""
2017-07-01,Litoral,4 y 5 estrellas,343300289,""
2017-07-01,Litoral,Para Hoteles,58146455,""
2017-07-01,Norte,1 y 2 estrellas,50637367,""
2017-07-01,Norte,3 estrellas/boutiques/aparts,133702845,""
2017-07-01,Norte,4 y 5 estrellas,227450972,""
2017-07-01,Norte,Para Hoteles,59613237,""
2017-07-01,Patagonia,1 y 2 estrellas,114365730,""
2017-07-01,Patagonia,3 estrellas/boutiques/aparts,284416086,""
2017-07-01,Patagonia,4 y 5 estrellas,400735716,""
2017-07-01,Patagonia,Para Hoteles,141730786,""
2017-08-01,Buenos Aires,1 y 2 estrellas,7540557,""
2017-08-01,Buenos Aires,3 estrellas/boutiques/aparts,49084907,""
2017-08-01,Buenos Aires,4 y 5 estrellas,63375593,""
2017-08-01,Buenos Aires,Para Hoteles,25410175,""
2017-08-01,CABA,1 y 2 estrellas,35227273,""
2017-08-01,CABA,3 estrellas/boutiques/aparts,200824474,""
2017-08-01,CABA,4 y 5 estrellas,644005285,""
2017-08-01,CABA,Para Hoteles,32891538,""
2017-08-01,Cuyo,1 y 2 estrellas,18273249,""
2017-08-01,Cuyo,3 estrellas/boutiques/aparts,67407147,""
2017-08-01,Cuyo,4 y 5 estrellas,250862324,""
2017-08-01,Cuyo,Para Hoteles,10803032,""
2017-08-01,Córdoba,1 y 2 estrellas,31158580,""
2017-08-01,Córdoba,3 estrellas/boutiques/aparts,42075880,""
2017-08-01,Córdoba,4 y 5 estrellas,38407538,""
2017-08-01,Córdoba,Para Hoteles,41529955,""
2017-08-01,Litoral,1 y 2 estrellas,20023637,""
2017-08-01,Litoral,3 estrellas/boutiques/aparts,80496787,""
2017-08-01,Litoral,4 y 5 estrellas,283680775,""
2017-08-01,Litoral,Para Hoteles,38714432,""
2017-08-01,Norte,1 y 2 estrellas,40440684,""
2017-08-01,Norte,3 estrellas/boutiques/aparts,107586574,""
2017-08-01,Norte,4 y 5 estrellas,196080167,""
2017-08-01,Norte,Para Hoteles,33199952,""
2017-08-01,Patagonia,1 y 2 estrellas,108665707,""
2017-08-01,Patagonia,3 estrellas/boutiques/aparts,206178122,""
2017-08-01,Patagonia,4 y 5 estrellas,329565790,""
2017-08-01,Patagonia,Para Hoteles,109476586,""
2017-09-01,Buenos Aires,1 y 2 estrellas,9098624,""
2017-09-01,Buenos Aires,3 estrellas/boutiques/aparts,54625883,""
2017-09-01,Buenos Aires,4 y 5 estrellas,72631540,""
2017-09-01,Buenos Aires,Para Hoteles,27971822,""
2017-09-01,CABA,1 y 2 estrellas,38199989,""
2017-09-01,CABA,3 estrellas/boutiques/aparts,204072259,""
2017-09-01,CABA,4 y 5 estrellas,691250407,""
2017-09-01,CABA,Para Hoteles,31723857,""
2017-09-01,Cuyo,1 y 2 estrellas,18324049,""
2017-09-01,Cuyo,3 estrellas/boutiques/aparts,70461958,""
2017-09-01,Cuyo,4 y 5 estrellas,284867156,""
2017-09-01,Cuyo,Para Hoteles,12542464,""
2017-09-01,Córdoba,1 y 2 estrellas,31824103,""
2017-09-01,Córdoba,3 estrellas/boutiques/aparts,44806286,""
2017-09-01,Córdoba,4 y 5 estrellas,49471236,""
2017-09-01,Córdoba,Para Hoteles,40328208,""
2017-09-01,Litoral,1 y 2 estrellas,20376091,""
2017-09-01,Litoral,3 estrellas/boutiques/aparts,81811282,""
2017-09-01,Litoral,4 y 5 estrellas,400889097,""
2017-09-01,Litoral,Para Hoteles,37674875,""
2017-09-01,Norte,1 y 2 estrellas,36619126,""
2017-09-01,Norte,3 estrellas/boutiques/aparts,106669071,""
2017-09-01,Norte,4 y 5 estrellas,179378164,""
2017-09-01,Norte,Para Hoteles,34552924,""
2017-09-01,Patagonia,1 y 2 estrellas,111481574,""
2017-09-01,Patagonia,3 estrellas/boutiques/aparts,204846699,""
2017-09-01,Patagonia,4 y 5 estrellas,331282127,""
2017-09-01,Patagonia,Para Hoteles,85291447,""
2017-10-01,Buenos Aires,1 y 2 estrellas,18009949,""
2017-10-01,Buenos Aires,3 estrellas/boutiques/aparts,85963422,""
2017-10-01,Buenos Aires,4 y 5 estrellas,93780856,""
2017-10-01,Buenos Aires,Para Hoteles,46100847,""
2017-10-01,CABA,1 y 2 estrellas,39259263,""
2017-10-01,CABA,3 estrellas/boutiques/aparts,235221198,""
2017-10-01,CABA,4 y 5 estrellas,840498373,""
2017-10-01,CABA,Para Hoteles,35835964,""
2017-10-01,Cuyo,1 y 2 estrellas,22100065,""
2017-10-01,Cuyo,3 estrellas/boutiques/aparts,95094096,""
2017-10-01,Cuyo,4 y 5 estrellas,290428248,""
2017-10-01,Cuyo,Para Hoteles,12218345,""
2017-10-01,Córdoba,1 y 2 estrellas,39741766,""
2017-10-01,Córdoba,3 estrellas/boutiques/aparts,54109275,""
2017-10-01,Córdoba,4 y 5 estrellas,49547846,""
2017-10-01,Córdoba,Para Hoteles,66029419,""
2017-10-01,Litoral,1 y 2 estrellas,20460782,""
2017-10-01,Litoral,3 estrellas/boutiques/aparts,91039757,""
2017-10-01,Litoral,4 y 5 estrellas,398045777,""
2017-10-01,Litoral,Para Hoteles,38641622,""
2017-10-01,Norte,1 y 2 estrellas,28414036,""
2017-10-01,Norte,3 estrellas/boutiques/aparts,91761015,""
2017-10-01,Norte,4 y 5 estrellas,186526743,""
2017-10-01,Norte,Para Hoteles,32738979,""
2017-10-01,Patagonia,1 y 2 estrellas,96386522,""
2017-10-01,Patagonia,3 estrellas/boutiques/aparts,210139667,""
2017-10-01,Patagonia,4 y 5 estrellas,291922571,""
2017-10-01,Patagonia,Para Hoteles,80356684,""
2017-11-01,Buenos Aires,1 y 2 estrellas,19883579,""
2017-11-01,Buenos Aires,3 estrellas/boutiques/aparts,85515432,""
2017-11-01,Buenos Aires,4 y 5 estrellas,120373138,""
2017-11-01,Buenos Aires,Para Hoteles,53812392,""
2017-11-01,CABA,1 y 2 estrellas,43481053,""
2017-11-01,CABA,3 estrellas/boutiques/aparts,246369945,""
2017-11-01,CABA,4 y 5 estrellas,944264398,""
2017-11-01,CABA,Para Hoteles,35149796,""
2017-11-01,Cuyo,1 y 2 estrellas,20780480,""
2017-11-01,Cuyo,3 estrellas/boutiques/aparts,77342070,""
2017-11-01,Cuyo,4 y 5 estrellas,240482638,""
2017-11-01,Cuyo,Para Hoteles,13209872,""
2017-11-01,Córdoba,1 y 2 estrellas,42866875,""
2017-11-01,Córdoba,3 estrellas/boutiques/aparts,52340582,""
2017-11-01,Córdoba,4 y 5 estrellas,48312543,""
2017-11-01,Córdoba,Para Hoteles,53865426,""
2017-11-01,Litoral,1 y 2 estrellas,22575698,""
2017-11-01,Litoral,3 estrellas/boutiques/aparts,87997367,""
2017-11-01,Litoral,4 y 5 estrellas,378883114,""
2017-11-01,Litoral,Para Hoteles,37255711,""
2017-11-01,Norte,1 y 2 estrellas,22475431,""
2017-11-01,Norte,3 estrellas/boutiques/aparts,77168158,""
2017-11-01,Norte,4 y 5 estrellas,177612043,""
2017-11-01,Norte,Para Hoteles,33189606,""
2017-11-01,Patagonia,1 y 2 estrellas,74856277,""
2017-11-01,Patagonia,3 estrellas/boutiques/aparts,228402693,""
2017-11-01,Patagonia,4 y 5 estrellas,368952284,""
2017-11-01,Patagonia,Para Hoteles,104800755,""
2017-12-01,Buenos Aires,1 y 2 estrellas,36592986,""
2017-12-01,Buenos Aires,3 estrellas/boutiques/aparts,115666136,""
2017-12-01,Buenos Aires,4 y 5 estrellas,117143223,""
2017-12-01,Buenos Aires,Para Hoteles,74062031,""
2017-12-01,CABA,1 y 2 estrellas,37956151,""
2017-12-01,CABA,3 estrellas/boutiques/aparts,213700657,""
2017-12-01,CABA,4 y 5 estrellas,796999940,""
2017-12-01,CABA,Para Hoteles,33244315,""
2017-12-01,Cuyo,1 y 2 estrellas,15565274,""
2017-12-01,Cuyo,3 estrellas/boutiques/aparts,60922430,""
2017-12-01,Cuyo,4 y 5 estrellas,202211588,""
2017-12-01,Cuyo,Para Hoteles,11197142,""
2017-12-01,Córdoba,1 y 2 estrellas,47105588,""
2017-12-01,Córdoba,3 estrellas/boutiques/aparts,60705406,""
2017-12-01,Córdoba,4 y 5 estrellas,44570588,""
2017-12-01,Córdoba,Para Hoteles,61840827,""
2017-12-01,Litoral,1 y 2 estrellas,22363377,""
2017-12-01,Litoral,3 estrellas/boutiques/aparts,79683541,""
2017-12-01,Litoral,4 y 5 estrellas,397053601,""
2017-12-01,Litoral,Para Hoteles,40720395,""
2017-12-01,Norte,1 y 2 estrellas,15677244,""
2017-12-01,Norte,3 estrellas/boutiques/aparts,62119503,""
2017-12-01,Norte,4 y 5 estrellas,132587471,""
2017-12-01,Norte,Para Hoteles,26376501,""
2017-12-01,Patagonia,1 y 2 estrellas,79279722,""
2017-12-01,Patagonia,3 estrellas/boutiques/aparts,200513805,""
2017-12-01,Patagonia,4 y 5 estrellas,354766107,""
2017-12-01,Patagonia,Para Hoteles,126473343,""
2018-01-01,Buenos Aires,1 y 2 estrellas,195768549,""
2018-01-01,Buenos Aires,3 estrellas/boutiques/aparts,373067968,""
2018-01-01,Buenos Aires,4 y 5 estrellas,268248569,""
2018-01-01,Buenos Aires,Para Hoteles,248611301,""
2018-01-01,CABA,1 y 2 estrellas,32319593,""
2018-01-01,CABA,3 estrellas/boutiques/aparts,184997314,""
2018-01-01,CABA,4 y 5 estrellas,590261059,""
2018-01-01,CABA,Para Hoteles,30329067,""
2018-01-01,Cuyo,1 y 2 estrellas,26900648,""
2018-01-01,Cuyo,3 estrellas/boutiques/aparts,95719857,""
2018-01-01,Cuyo,4 y 5 estrellas,230182769,""
2018-01-01,Cuyo,Para Hoteles,39474802,""
2018-01-01,Córdoba,1 y 2 estrellas,145796955,""
2018-01-01,Córdoba,3 estrellas/boutiques/aparts,134505182,""
2018-01-01,Córdoba,4 y 5 estrellas,58449382,""
2018-01-01,Córdoba,Para Hoteles,229436596,""
2018-01-01,Litoral,1 y 2 estrellas,25791365,""
2018-01-01,Litoral,3 estrellas/boutiques/aparts,104806811,""
2018-01-01,Litoral,4 y 5 estrellas,559026171,""
2018-01-01,Litoral,Para Hoteles,83829543,""
2018-01-01,Norte,1 y 2 estrellas,26697250,""
2018-01-01,Norte,3 estrellas/boutiques/aparts,64664725,""
2018-01-01,Norte,4 y 5 estrellas,124442656,""
2018-01-01,Norte,Para Hoteles,42216370,""
2018-01-01,Patagonia,1 y 2 estrellas,148842380,""
2018-01-01,Patagonia,3 estrellas/boutiques/aparts,308536338,""
2018-01-01,Patagonia,4 y 5 estrellas,479714427,""
2018-01-01,Patagonia,Para Hoteles,259273293,""
2018-02-01,Buenos Aires,1 y 2 estrellas,168198905,""
2018-02-01,Buenos Aires,3 estrellas/boutiques/aparts,304292932,""
2018-02-01,Buenos Aires,4 y 5 estrellas,226506660,""
2018-02-01,Buenos Aires,Para Hoteles,199508136,""
2018-02-01,CABA,1 y 2 estrellas,34871868,""
2018-02-01,CABA,3 estrellas/boutiques/aparts,188553204,""
2018-02-01,CABA,4 y 5 estrellas,677036128,""
2018-02-01,CABA,Para Hoteles,32530840,""
2018-02-01,Cuyo,1 y 2 estrellas,30340708,""
2018-02-01,Cuyo,3 estrellas/boutiques/aparts,99343165,""
2018-02-01,Cuyo,4 y 5 estrellas,322484922,""
2018-02-01,Cuyo,Para Hoteles,30611520,""
2018-02-01,Córdoba,1 y 2 estrellas,111290152,""
2018-02-01,Córdoba,3 estrellas/boutiques/aparts,121923101,""
2018-02-01,Córdoba,4 y 5 estrellas,56477381,""
2018-02-01,Córdoba,Para Hoteles,169233842,""
2018-02-01,Litoral,1 y 2 estrellas,27653681,""
2018-02-01,Litoral,3 estrellas/boutiques/aparts,102291907,""
2018-02-01,Litoral,4 y 5 estrellas,403306546,""
2018-02-01,Litoral,Para Hoteles,77254064,""
2018-02-01,Norte,1 y 2 estrellas,26035293,""
2018-02-01,Norte,3 estrellas/boutiques/aparts,62360368,""
2018-02-01,Norte,4 y 5 estrellas,129074746,""
2018-02-01,Norte,Para Hoteles,45733974,""
2018-02-01,Patagonia,1 y 2 estrellas,120620723,""
2018-02-01,Patagonia,3 estrellas/boutiques/aparts,248083065,""
2018-02-01,Patagonia,4 y 5 estrellas,425765758,""
2018-02-01,Patagonia,Para Hoteles,219243258,""
2018-03-01,Buenos Aires,1 y 2 estrellas,53345692,""
2018-03-01,Buenos Aires,3 estrellas/boutiques/aparts,182386156,""
2018-03-01,Buenos Aires,4 y 5 estrellas,145500033,""
2018-03-01,Buenos Aires,Para Hoteles,104269873,""
2018-03-01,CABA,1 y 2 estrellas,46109047,""
2018-03-01,CABA,3 estrellas/boutiques/aparts,245246875,""
2018-03-01,CABA,4 y 5 estrellas,983432680,""
2018-03-01,CABA,Para Hoteles,41232106,""
2018-03-01,Cuyo,1 y 2 estrellas,29798251,""
2018-03-01,Cuyo,3 estrellas/boutiques/aparts,99023312,""
2018-03-01,Cuyo,4 y 5 estrellas,314983108,""
2018-03-01,Cuyo,Para Hoteles,17717607,""
2018-03-01,Córdoba,1 y 2 estrellas,77634853,""
2018-03-01,Córdoba,3 estrellas/boutiques/aparts,101174204,""
2018-03-01,Córdoba,4 y 5 estrellas,43755995,""
2018-03-01,Córdoba,Para Hoteles,96477277,""
2018-03-01,Litoral,1 y 2 estrellas,24878821,""
2018-03-01,Litoral,3 estrellas/boutiques/aparts,89940812,""
2018-03-01,Litoral,4 y 5 estrellas,453150451,""
2018-03-01,Litoral,Para Hoteles,54125109,""
2018-03-01,Norte,1 y 2 estrellas,25247082,""
2018-03-01,Norte,3 estrellas/boutiques/aparts,72871733,""
2018-03-01,Norte,4 y 5 estrellas,155916893,""
2018-03-01,Norte,Para Hoteles,39404490,""
2018-03-01,Patagonia,1 y 2 estrellas,70544829,""
2018-03-01,Patagonia,3 estrellas/boutiques/aparts,219780129,""
2018-03-01,Patagonia,4 y 5 estrellas,381111001,""
2018-03-01,Patagonia,Para Hoteles,135034681,""
2018-04-01,Buenos Aires,1 y 2 estrellas,21220638,""
2018-04-01,Buenos Aires,3 estrellas/boutiques/aparts,88272189,""
2018-04-01,Buenos Aires,4 y 5 estrellas,97942622,""
2018-04-01,Buenos Aires,Para Hoteles,39890601,""
2018-04-01,CABA,1 y 2 estrellas,46012446,""
2018-04-01,CABA,3 estrellas/boutiques/aparts,237625784,""
2018-04-01,CABA,4 y 5 estrellas,923930518,""
2018-04-01,CABA,Para Hoteles,37318923,""
2018-04-01,Cuyo,1 y 2 estrellas,25834027,""
2018-04-01,Cuyo,3 estrellas/boutiques/aparts,86753886,""
2018-04-01,Cuyo,4 y 5 estrellas,264405996,""
2018-04-01,Cuyo,Para Hoteles,11793432,""
2018-04-01,Córdoba,1 y 2 estrellas,46116268,""
2018-04-01,Córdoba,3 estrellas/boutiques/aparts,70833110,""
2018-04-01,Córdoba,4 y 5 estrellas,45515507,""
2018-04-01,Córdoba,Para Hoteles,63508324,""
2018-04-01,Litoral,1 y 2 estrellas,24214485,""
2018-04-01,Litoral,3 estrellas/boutiques/aparts,107740317,""
2018-04-01,Litoral,4 y 5 estrellas,444914820,""
2018-04-01,Litoral,Para Hoteles,41092604,""
2018-04-01,Norte,1 y 2 estrellas,37190832,""
2018-04-01,Norte,3 estrellas/boutiques/aparts,87349617,""
2018-04-01,Norte,4 y 5 estrellas,206640094,""
2018-04-01,Norte,Para Hoteles,32166731,""
2018-04-01,Patagonia,1 y 2 estrellas,51515744,""
2018-04-01,Patagonia,3 estrellas/boutiques/aparts,147103640,""
2018-04-01,Patagonia,4 y 5 estrellas,244719559,""
2018-04-01,Patagonia,Para Hoteles,69107588,""
2018-05-01,Buenos Aires,1 y 2 estrellas,12139426,""
2018-05-01,Buenos Aires,3 estrellas/boutiques/aparts,46323124,""
2018-05-01,Buenos Aires,4 y 5 estrellas,65213336,""
2018-05-01,Buenos Aires,Para Hoteles,24385146,""
2018-05-01,CABA,1 y 2 estrellas,46320323,""
2018-05-01,CABA,3 estrellas/boutiques/aparts,238184322,""
2018-05-01,CABA,4 y 5 estrellas,895212450,""
2018-05-01,CABA,Para Hoteles,38456352,""
2018-05-01,Cuyo,1 y 2 estrellas,22334145,""
2018-05-01,Cuyo,3 estrellas/boutiques/aparts,68728142,""
2018-05-01,Cuyo,4 y 5 estrellas,285773075,""
2018-05-01,Cuyo,Para Hoteles,8693683,""
2018-05-01,Córdoba,1 y 2 estrellas,34218094,""
2018-05-01,Córdoba,3 estrellas/boutiques/aparts,58536707,""
2018-05-01,Córdoba,4 y 5 estrellas,42622811,""
2018-05-01,Córdoba,Para Hoteles,38269913,""
2018-05-01,Litoral,1 y 2 estrellas,28923792,""
2018-05-01,Litoral,3 estrellas/boutiques/aparts,112670608,""
2018-05-01,Litoral,4 y 5 estrellas,448446650,""
2018-05-01,Litoral,Para Hoteles,30611985,""
2018-05-01,Norte,1 y 2 estrellas,33114810,""
2018-05-01,Norte,3 estrellas/boutiques/aparts,92564693,""
2018-05-01,Norte,4 y 5 estrellas,181293536,""
2018-05-01,Norte,Para Hoteles,27707243,""
2018-05-01,Patagonia,1 y 2 estrellas,38434049,""
2018-05-01,Patagonia,3 estrellas/boutiques/aparts,126909622,""
2018-05-01,Patagonia,4 y 5 estrellas,194365668,""
2018-05-01,Patagonia,Para Hoteles,42239535,""
2018-06-01,Buenos Aires,1 y 2 estrellas,11129561,""
2018-06-01,Buenos Aires,3 estrellas/boutiques/aparts,40254601,""
2018-06-01,Buenos Aires,4 y 5 estrellas,55769529,""
2018-06-01,Buenos Aires,Para Hoteles,23279214,""
2018-06-01,CABA,1 y 2 estrellas,47210973,""
2018-06-01,CABA,3 estrellas/boutiques/aparts,345795846,""
2018-06-01,CABA,4 y 5 estrellas,814310597,""
2018-06-01,CABA,Para Hoteles,45523591,""
2018-06-01,Cuyo,1 y 2 estrellas,18201212,""
2018-06-01,Cuyo,3 estrellas/boutiques/aparts,65627977,""
2018-06-01,Cuyo,4 y 5 estrellas,248237279,""
2018-06-01,Cuyo,Para Hoteles,7780044,""
2018-06-01,Córdoba,1 y 2 estrellas,32091928,""
2018-06-01,Córdoba,3 estrellas/boutiques/aparts,47880078,""
2018-06-01,Córdoba,4 y 5 estrellas,41772425,""
2018-06-01,Córdoba,Para Hoteles,34262592,""
2018-06-01,Litoral,1 y 2 estrellas,27659631,""
2018-06-01,Litoral,3 estrellas/boutiques/aparts,112128982,""
2018-06-01,Litoral,4 y 5 estrellas,386019569,""
2018-06-01,Litoral,Para Hoteles,25693730,""
2018-06-01,Norte,1 y 2 estrellas,31978641,""
2018-06-01,Norte,3 estrellas/boutiques/aparts,102047871,""
2018-06-01,Norte,4 y 5 estrellas,172934262,""
2018-06-01,Norte,Para Hoteles,24782921,""
2018-06-01,Patagonia,1 y 2 estrellas,42628740,""
2018-06-01,Patagonia,3 estrellas/boutiques/aparts,123321072,""
2018-06-01,Patagonia,4 y 5 estrellas,195619895,""
2018-06-01,Patagonia,Para Hoteles,45650352,""
2018-07-01,Buenos Aires,1 y 2 estrellas,19531522,""
2018-07-01,Buenos Aires,3 estrellas/boutiques/aparts,83082629,""
2018-07-01,Buenos Aires,4 y 5 estrellas,95018145,""
2018-07-01,Buenos Aires,Para Hoteles,48353090,""
2018-07-01,CABA,1 y 2 estrellas,61358753,""
2018-07-01,CABA,3 estrellas/boutiques/aparts,459522671,""
2018-07-01,CABA,4 y 5 estrellas,903728415,""
2018-07-01,CABA,Para Hoteles,44946231,""
2018-07-01,Cuyo,1 y 2 estrellas,40146588,""
2018-07-01,Cuyo,3 estrellas/boutiques/aparts,132426523,""
2018-07-01,Cuyo,4 y 5 estrellas,386662019,""
2018-07-01,Cuyo,Para Hoteles,23472252,""
2018-07-01,Córdoba,1 y 2 estrellas,57767697,""
2018-07-01,Córdoba,3 estrellas/boutiques/aparts,101651945,""
2018-07-01,Córdoba,4 y 5 estrellas,61651696,""
2018-07-01,Córdoba,Para Hoteles,143585525,""
2018-07-01,Litoral,1 y 2 estrellas,33895294,""
2018-07-01,Litoral,3 estrellas/boutiques/aparts,154276215,""
2018-07-01,Litoral,4 y 5 estrellas,532939817,""
2018-07-01,Litoral,Para Hoteles,65371010,""
2018-07-01,Norte,1 y 2 estrellas,72530742,""
2018-07-01,Norte,3 estrellas/boutiques/aparts,168569901,""
2018-07-01,Norte,4 y 5 estrellas,300763963,""
2018-07-01,Norte,Para Hoteles,62147385,""
2018-07-01,Patagonia,1 y 2 estrellas,128901390,""
2018-07-01,Patagonia,3 estrellas/boutiques/aparts,238349870,""
2018-07-01,Patagonia,4 y 5 estrellas,501186093,""
2018-07-01,Patagonia,Para Hoteles,198964524,""
2018-08-01,Buenos Aires,1 y 2 estrellas,17581440,""
2018-08-01,Buenos Aires,3 estrellas/boutiques/aparts,58840547,""
2018-08-01,Buenos Aires,4 y 5 estrellas,87272992,""
2018-08-01,Buenos Aires,Para Hoteles,34397844,""
2018-08-01,CABA,1 y 2 estrellas,56599342,""
2018-08-01,CABA,3 estrellas/boutiques/aparts,276707148,""
2018-08-01,CABA,4 y 5 estrellas,1077931728,""
